transcript_id	gene_id	gene_name
NM_134112	Kctd1	Kctd1
NR_045372	4933424G05Rik	4933424G05Rik
NM_009700	Aqp4	Aqp4
NM_001308644	Aqp4	Aqp4
NM_001308645	Aqp4	Aqp4
NM_001308646	Aqp4	Aqp4
NM_001308647	Aqp4	Aqp4
NM_001308641	Aqp4	Aqp4
NM_001308642	Aqp4	Aqp4
NM_001308643	Aqp4	Aqp4
NM_199055	Chst9	Chst9
NM_007664	Cdh2	Cdh2
NR_045399	Gm15328	Gm15328
NR_130158	1700001G01Rik	1700001G01Rik
NR_033607	4921533I20Rik	4921533I20Rik
NR_045374	4930545E07Rik	4930545E07Rik
NM_001291809	Dsc3	Dsc3
NM_007882	Dsc3	Dsc3
NM_013505	Dsc2	Dsc2
NM_001291804	Dsc1	Dsc1
NM_013504	Dsc1	Dsc1
NM_181680	Dsg1c	Dsg1c
NM_010079	Dsg1a	Dsg1a
NM_181682	Dsg1b	Dsg1b
NM_181564	Dsg4	Dsg4
NM_030596	Dsg3	Dsg3
NM_007883	Dsg2	Dsg2
NM_013697	Ttr	Ttr
NM_019737	B4galt6	B4galt6
NM_177038	Trappc8	Trappc8
NM_029491	Trappc8	Trappc8
NM_026301	Rnf125	Rnf125
NM_001303005	Rnf138	Rnf138
NM_019706	Rnf138	Rnf138
NM_207623	Rnf138	Rnf138
NM_001303011	Rnf138	Rnf138
NM_008586	Mep1b	Mep1b
NM_001033445	Garem	Garem
NM_001081403	Klhl14	Klhl14
NM_001271580	4930426D05Rik	4930426D05Rik
NM_027616	Ccdc178	Ccdc178
NM_001167777	Asxl3	Asxl3
NM_199024	Nol4	Nol4
NM_001161483	Nol4	Nol4
NR_110491	Gm7788	Gm7788
NM_001285813	Dtna	Dtna
NM_207650	Dtna	Dtna
NM_001285811	Dtna	Dtna
NM_010087	Dtna	Dtna
NM_001285807	Dtna	Dtna
NM_001285817	Dtna	Dtna
NM_001285810	Dtna	Dtna
NM_001285808	Dtna	Dtna
NR_126066	Gm15972	Gm15972
NM_001162942	Mapre2	Mapre2
NM_001162941	Mapre2	Mapre2
NR_105778	Mir6360	Mir6360
NM_153058	Mapre2	Mapre2
NM_027007	Zfp397	Zfp397
NM_011755	Zfp35	Zfp35
NM_021559	Zfp191	Zfp191
NM_172625	Ino80c	Ino80c
NM_013814	Galnt1	Galnt1
NM_001160404	Galnt1	Galnt1
NR_029573	Mir187	Mir187
NM_026529	2700062C07Rik	2700062C07Rik
NM_144861	Rprd1a	Rprd1a
NM_139143	Slc39a6	Slc39a6
NM_021448	Elp2	Elp2
NM_026779	Mocos	Mocos
NM_001289655	Fhod3	Fhod3
NM_001289654	Fhod3	Fhod3
NM_175276	Fhod3	Fhod3
NM_001142698	Tpgs2	Tpgs2
NM_001004361	Tpgs2	Tpgs2
NM_001142697	Tpgs2	Tpgs2
NM_001033532	AW554918	AW554918
NM_001174074	Celf4	Celf4
NM_001146294	Celf4	Celf4
NM_001146293	Celf4	Celf4
NM_001146292	Celf4	Celf4
NM_133195	Celf4	Celf4
NM_001146295	Celf4	Celf4
NR_045398	4930474G06Rik	4930474G06Rik
NR_045391	4930578E11Rik	4930578E11Rik
NR_045395	4930527G23Rik	4930527G23Rik
NM_181414	Pik3c3	Pik3c3
NM_009065	Rit2	Rit2
NM_009308	Syt4	Syt4
NM_026165	Slc25a46	Slc25a46
NM_172965	Sap130	Sap130
NM_153515	Ammecr1l	Ammecr1l
NM_001242430	Ammecr1l	Ammecr1l
NM_027002	Polr2d	Polr2d
NM_027101	Polr2d	Polr2d
NM_028866	Wdr33	Wdr33
NM_001170966	Wdr33	Wdr33
NM_001170967	Wdr33	Wdr33
NM_001170970	Wdr33	Wdr33
NM_026006	Sft2d3	Sft2d3
NM_144862	Lims2	Lims2
NM_001025381	Gpr17	Gpr17
NM_032394	Myo7b	Myo7b
NM_173441	Iws1	Iws1
NM_001042768	Proc	Proc
NM_008934	Proc	Proc
NM_001042767	Proc	Proc
NR_045173	Proc	Proc
NM_011946	Map3k2	Map3k2
NM_133658	Ercc3	Ercc3
NR_045403	A830052D11Rik	A830052D11Rik
NM_001083334	Bin1	Bin1
NM_009668	Bin1	Bin1
NM_001048207	Gypc	Gypc
NR_045381	4930455D15Rik	4930455D15Rik
NM_021367	Tslp	Tslp
NR_033206	Tslp	Tslp
NM_144863	Wdr36	Wdr36
NM_001110016	Wdr36	Wdr36
NM_001110015	Wdr36	Wdr36
NR_105779	Mir6361	Mir6361
NM_009793	Camk4	Camk4
NM_133774	Stard4	Stard4
NM_053078	Nrep	Nrep
NM_001109988	Nrep	Nrep
NM_001109989	Nrep	Nrep
NM_001267717	Nrep	Nrep
NR_045415	Gm10549	Gm10549
NR_038152	Epb4.1l4aos	Epb4.1l4aos
NR_038151	Epb4.1l4aos	Epb4.1l4aos
NM_013512	Epb4.1l4a	Epb4.1l4a
NR_040534	Gm10548	Gm10548
NM_007462	Apc	Apc
NM_025527	Srp19	Srp19
NM_007874	Reep5	Reep5
NM_001163004	Pkd2l2	Pkd2l2
NM_016927	Pkd2l2	Pkd2l2
NM_146084	Fam13b	Fam13b
NM_009290	Wnt8a	Wnt8a
NM_080637	Nme5	Nme5
NM_177773	4933408B17Rik	4933408B17Rik
NM_030147	Brd8	Brd8
NM_001289606	Brd8	Brd8
NM_001289607	Brd8	Brd8
NM_001166407	Kif20a	Kif20a
NM_009004	Kif20a	Kif20a
NM_001166406	Kif20a	Kif20a
NM_178347	Cdc23	Cdc23
NM_010280	Gfra3	Gfra3
NM_009860	Cdc25c	Cdc25c
NM_175104	Fam53c	Fam53c
NM_001081256	Kdm3b	Kdm3b
NM_144865	Reep2	Reep2
NM_001204914	Reep2	Reep2
NM_007913	Egr1	Egr1
NM_144866	Etf1	Etf1
NM_010481	Hspa9	Hspa9
NM_009818	Ctnna1	Ctnna1
NM_178005	Lrrtm2	Lrrtm2
NM_030749	Sil1	Sil1
NR_038073	Snhg4	Snhg4
NR_035472	Mir1949	Mir1949
NR_002905	Snora74a	Snora74a
NM_010771	Matr3	Matr3
NM_026420	Paip2	Paip2
NM_011397	Slc23a1	Slc23a1
NM_027222	Mzb1	Mzb1
NM_001270646	Prob1	Prob1
NM_029485	Spata24	Spata24
NM_027733	Spata24	Spata24
NM_029669	Dnajc18	Dnajc18
NM_001033141	Ecscr	Ecscr
NM_001033168	1700066B19Rik	1700066B19Rik
NM_028261	Tmem173	Tmem173
NM_001289591	Tmem173	Tmem173
NM_001289592	Tmem173	Tmem173
NM_019912	Ube2d2a	Ube2d2a
NM_133687	Cxxc5	Cxxc5
NM_028707	Psd2	Psd2
NR_110349	Psd2	Psd2
NM_001289602	Psd2	Psd2
NM_001167891	Nrg2	Nrg2
NR_015571	4930471G03Rik	4930471G03Rik
NM_008989	Pura	Pura
NM_001267796	Igip	Igip
NM_001081365	Cystm1	Cystm1
NM_026027	Pfdn1	Pfdn1
NM_010415	Hbegf	Hbegf
NM_172830	Slc4a9	Slc4a9
NM_001271544	Slc4a9	Slc4a9
NM_001271545	Slc4a9	Slc4a9
NM_001271546	Slc4a9	Slc4a9
NM_001271547	Slc4a9	Slc4a9
NM_175375	Ankhd1	Ankhd1
NM_201256	Eif4ebp3	Eif4ebp3
NR_028355	Sra1	Sra1
NM_025291	Sra1	Sra1
NM_001164406	Sra1	Sra1
NM_146085	Apbb3	Apbb3
NM_001083317	Slc35a4	Slc35a4
NM_026404	Slc35a4	Slc35a4
NM_172831	E230025N22Rik	E230025N22Rik
NM_009841	Cd14	Cd14
NM_028036	Tmco6	Tmco6
NM_010885	Ndufa2	Ndufa2
NM_011879	Ik	Ik
NM_026464	Wdr55	Wdr55
NM_173383	Dnd1	Dnd1
NM_008214	Hars	Hars
NM_080636	Hars2	Hars2
NM_001305627	Hars2	Hars2
NM_025594	Zmat2	Zmat2
NR_027885	Vaultrc5	Vaultrc5
NR_076393	Gm6756	Gm6756
NM_054072	Pcdha1	Pcdha1
NM_198117	Pcdha2	Pcdha2
NM_138662	Pcdha3	Pcdha3
NM_001174154	Gm37013	Gm37013
NM_007766	Pcdha4	Pcdha4
NM_009959	Pcdha5	Pcdha5
NM_001301256	Gm38666	Gm38666
NM_007767	Pcdha6	Pcdha6
NM_001301259	Pcdha7-g	Pcdha7-g
NM_009957	Pcdha7	Pcdha7
NM_201243	Pcdha8	Pcdha8
NM_138661	Pcdha9	Pcdha9
NM_009961	Pcdha10	Pcdha10
NM_009960	Pcdha11	Pcdha11
NM_138663	Pcdha12	Pcdha12
NM_001003671	Pcdhac1	Pcdhac1
NM_001003672	Pcdhac2	Pcdhac2
NM_053126	Pcdhb1	Pcdhb1
NM_053127	Pcdhb2	Pcdhb2
NM_053128	Pcdhb3	Pcdhb3
NM_053129	Pcdhb4	Pcdhb4
NM_053130	Pcdhb5	Pcdhb5
NM_053131	Pcdhb6	Pcdhb6
NM_053132	Pcdhb7	Pcdhb7
NM_053133	Pcdhb8	Pcdhb8
NM_053134	Pcdhb9	Pcdhb9
NM_053135	Pcdhb10	Pcdhb10
NM_053136	Pcdhb11	Pcdhb11
NM_053137	Pcdhb12	Pcdhb12
NM_053138	Pcdhb13	Pcdhb13
NM_053139	Pcdhb14	Pcdhb14
NM_053140	Pcdhb15	Pcdhb15
NM_053141	Pcdhb16	Pcdhb16
NM_053142	Pcdhb17	Pcdhb17
NM_053143	Pcdhb18	Pcdhb18
NM_053144	Pcdhb19	Pcdhb19
NM_053145	Pcdhb20	Pcdhb20
NM_053146	Pcdhb21	Pcdhb21
NM_053147	Pcdhb22	Pcdhb22
NM_001159275	Slc25a2	Slc25a2
NM_175770	Taf7	Taf7
NM_033584	Pcdhga1	Pcdhga1
NM_033585	Pcdhga2	Pcdhga2
NM_033586	Pcdhga3	Pcdhga3
NM_033574	Pcdhgb1	Pcdhgb1
NM_033587	Pcdhga4	Pcdhga4
NM_033575	Pcdhgb2	Pcdhgb2
NM_033588	Pcdhga5	Pcdhga5
NM_033589	Pcdhga6	Pcdhga6
NM_033590	Pcdhga7	Pcdhga7
NM_033576	Pcdhgb4	Pcdhgb4
NM_033591	Pcdhga8	Pcdhga8
NM_033577	Pcdhgb5	Pcdhgb5
NM_033592	Pcdhga9	Pcdhga9
NM_033578	Pcdhgb6	Pcdhgb6
NM_033593	Pcdhga10	Pcdhga10
NM_033579	Pcdhgb7	Pcdhgb7
NM_033594	Pcdhga11	Pcdhga11
NM_033580	Pcdhgb8	Pcdhgb8
NM_033595	Pcdhga12	Pcdhga12
NM_033581	Pcdhgc3	Pcdhgc3
NM_033582	Pcdhgc4	Pcdhgc4
NM_033583	Pcdhgc5	Pcdhgc5
NM_007858	Diap1	Diap1
NM_001305980	Diap1	Diap1
NM_001305981	Diap1	Diap1
NR_105945	Mir6979	Mir6979
NM_010411	Hdac3	Hdac3
NM_153793	Rell2	Rell2
NM_175684	Fchsd1	Fchsd1
NM_001205336	Arap3	Arap3
NM_139206	Arap3	Arap3
NR_105947	Mir6981	Mir6981
NR_105946	Mir6980	Mir6980
NM_029357	Pcdh1	Pcdh1
NR_027903	1700086O06Rik	1700086O06Rik
NR_027904	1700086O06Rik	1700086O06Rik
NR_015475	1700086O06Rik	1700086O06Rik
NM_024179	0610009O20Rik	0610009O20Rik
NM_017378	Pcdh12	Pcdh12
NM_020012	Rnf14	Rnf14
NM_001164622	Rnf14	Rnf14
NM_001164621	Rnf14	Rnf14
NM_011937	Gnpda1	Gnpda1
NM_022996	Ndfip1	Ndfip1
NM_011898	Spry4	Spry4
NM_010197	Fgf1	Fgf1
NM_001033789	Gm5820	Gm5820
NM_175164	Arhgap26	Arhgap26
NM_008173	Nr3c1	Nr3c1
NM_011033	Pabpc2	Pabpc2
NM_023311	Yipf5	Yipf5
NR_045177	2900055J20Rik	2900055J20Rik
NM_026135	Kctd16	Kctd16
NM_029942	Prelid2	Prelid2
NM_001033426	Grxcr2	Grxcr2
NM_001146299	Sh3rf2	Sh3rf2
NM_172966	Sh3rf2	Sh3rf2
NM_027072	Plac8l1	Plac8l1
NM_134137	Lars	Lars
NR_033452	Gm4013	Gm4013
NM_172626	Rbm27	Rbm27
NM_138945	Pou4f3	Pou4f3
NM_001039474	Tcerg1	Tcerg1
NR_110344	Tcerg1	Tcerg1
NM_001289526	Tcerg1	Tcerg1
NM_181543	Gpr151	Gpr151
NR_073583	Ppp2r2b	Ppp2r2b
NM_028392	Ppp2r2b	Ppp2r2b
NM_178749	Stk32a	Stk32a
NM_001291455	Dpysl3	Dpysl3
NM_001136086	Dpysl3	Dpysl3
NM_009468	Dpysl3	Dpysl3
NM_001163637	Jakmip2	Jakmip2
NM_009258	Spink1	Spink1
NM_001289644	Scgb3a2	Scgb3a2
NM_001289643	Scgb3a2	Scgb3a2
NM_001033280	Gm94	Gm94
NM_001081180	Spink5	Spink5
NM_001039218	Spink14	Spink14
NM_001013797	Spink6	Spink6
NM_030061	Spink12	Spink12
NM_001281470	Gm10267	Gm10267
NM_183123	Spinkl	Spinkl
NM_001048217	Spink11	Spink11
NM_010935	Npy6r	Npy6r
NM_001033621	Myot	Myot
NM_027490	Dcp2	Dcp2
NM_001085374	Mcc	Mcc
NM_001085373	Mcc	Mcc
NR_026853	A930012L18Rik	A930012L18Rik
NM_001163013	Ythdc2	Ythdc2
NM_080465	Kcnn2	Kcnn2
NR_040342	A330093E20Rik	A330093E20Rik
NM_001170855	Trim36	Trim36
NM_178872	Trim36	Trim36
NM_172627	Pggt1b	Pggt1b
NM_001160399	Ccdc112	Ccdc112
NR_045438	Mospd4	Mospd4
NM_173423	Fem1c	Fem1c
NM_173394	Ticam2	Ticam2
NM_025698	Tmed7	Tmed7
NM_010120	Eif1a	Eif1a
NM_033037	Cdo1	Cdo1
NM_026217	Atg12	Atg12
NM_009681	Ap3s1	Ap3s1
NM_001303015	Ap3s1	Ap3s1
NM_029008	Lvrn	Lvrn
NM_001033446	Arl14epl	Arl14epl
NM_178377	Commd10	Commd10
NM_018744	Sema6a	Sema6a
NR_033453	9130209A04Rik	9130209A04Rik
NR_033454	Gm5095	Gm5095
NR_045404	G630055G22Rik	G630055G22Rik
NM_001025388	Eno1b	Eno1b
NR_033785	1700044K03Rik	1700044K03Rik
NM_026854	Dtwd2	Dtwd2
NM_001170960	Dtwd2	Dtwd2
NR_045386	1700065O20Rik	1700065O20Rik
NM_001081371	Dmxl1	Dmxl1
NM_001177760	Tnfaip8	Tnfaip8
NM_001177759	Tnfaip8	Tnfaip8
NM_134131	Tnfaip8	Tnfaip8
NM_008292	Hsd17b4	Hsd17b4
NM_001004061	Fam170a	Fam170a
NM_026108	Hdhd1a	Hdhd1a
NM_001081224	Prr16	Prr16
NR_029788	Mir28a	Mir28a
NM_026286	Ftmt	Ftmt
NM_026040	Srfbp1	Srfbp1
NM_001286182	Lox	Lox
NM_001286181	Lox	Lox
NM_010728	Lox	Lox
NM_025749	Zfp474	Zfp474
NM_030097	1700034E13Rik	1700034E13Rik
NM_010293	Gykl1	Gykl1
NM_001199151	Sncaip	Sncaip
NM_026408	Sncaip	Sncaip
NM_001199153	Sncaip	Sncaip
NM_001199154	Sncaip	Sncaip
NR_035420	Mir467f	Mir467f
NM_026386	Snx2	Snx2
NM_029394	Snx24	Snx24
NM_008908	Ppic	Ppic
NM_001033281	Prdm6	Prdm6
NR_040349	Gm19466	Gm19466
NM_178686	Cep120	Cep120
NM_152809	Csnk1g3	Csnk1g3
NR_040338	Redrum	Redrum
NR_045400	9330117O12Rik	9330117O12Rik
NM_175751	Zfp608	Zfp608
NM_026240	Gramd3	Gramd3
NM_001127338	Aldh7a1	Aldh7a1
NM_138600	Aldh7a1	Aldh7a1
NR_106160	Mir1258	Mir1258
NM_001162989	Phax	Phax
NM_019996	Phax	Phax
NM_026099	Tex43	Tex43
NM_010721	Lmnb1	Lmnb1
NM_177115	March3	March3
NR_033455	Gm10536	Gm10536
NM_029909	C330018D20Rik	C330018D20Rik
NM_001001979	Megf10	Megf10
NM_028447	Prrc1	Prrc1
NM_001134697	Ctxn3	Ctxn3
NR_015541	1700066O22Rik	1700066O22Rik
NM_029290	1700011I03Rik	1700011I03Rik
NR_027945	4930511M06Rik	4930511M06Rik
NR_027944	4930511M06Rik	4930511M06Rik
NR_015494	4930511M06Rik	4930511M06Rik
NR_045360	2210409D07Rik	2210409D07Rik
NM_009194	Slc12a2	Slc12a2
NM_010181	Fbn2	Fbn2
NM_001081072	Slc27a6	Slc27a6
NM_025478	Isoc1	Isoc1
NM_175506	Adamts19	Adamts19
NR_033765	A730017C20Rik	A730017C20Rik
NM_001167925	A730017C20Rik	A730017C20Rik
NR_033764	A730017C20Rik	A730017C20Rik
NM_173759	A730017C20Rik	A730017C20Rik
NM_001081328	Chsy3	Chsy3
NR_105773	Mir6355	Mir6355
NM_001033767	Gm4951	Gm4951
NM_001034859	Gm4841	Gm4841
NM_001101475	F830016B08Rik	F830016B08Rik
NM_001146275	Iigp1	Iigp1
NM_021792	Iigp1	Iigp1
NM_134133	Smim3	Smim3
NM_026302	Dctn4	Dctn4
NM_025776	Rbm22	Rbm22
NM_133363	Myoz3	Myoz3
NM_177340	Synpo	Synpo
NM_001109975	Synpo	Synpo
NR_045401	G630071F17Rik	G630071F17Rik
NM_008306	Ndst1	Ndst1
NM_020600	Rps14	Rps14
NM_001042605	Cd74	Cd74
NM_010545	Cd74	Cd74
NR_039567	Mir5107	Mir5107
NM_011552	Tcof1	Tcof1
NM_001198984	Tcof1	Tcof1
NM_001038499	Arsi	Arsi
NM_177407	Camk2a	Camk2a
NR_106079	Mir7220	Mir7220
NR_105948	Mir6982	Mir6982
NM_009792	Camk2a	Camk2a
NM_001286809	Camk2a	Camk2a
NM_201353	Slc6a7	Slc6a7
NM_009880	Cdx1	Cdx1
NM_008809	Pdgfrb	Pdgfrb
NM_001146268	Pdgfrb	Pdgfrb
NM_001037859	Csf1r	Csf1r
NR_105949	Mir6983	Mir6983
NM_178277	Hmgxb3	Hmgxb3
NM_134134	Hmgxb3	Hmgxb3
NM_007885	Slc26a2	Slc26a2
NM_146086	Pde6a	Pde6a
NM_133249	Ppargc1b	Ppargc1b
NR_045419	A530050N04Rik	A530050N04Rik
NM_177828	Arhgef37	Arhgef37
NM_146087	Csnk1a1	Csnk1a1
NR_045420	Bvht	Bvht
NR_045402	Mir143hg	Mir143hg
NR_029557	Mir145a	Mir145a
NR_029601	Mir143	Mir143
NM_019508	Il17b	Il17b
NM_172832	Pcyox1l	Pcyox1l
NM_021296	Grpel2	Grpel2
NR_029432	1500015A07Rik	1500015A07Rik
NM_178928	Afap1l1	Afap1l1
NM_198649	Ablim3	Ablim3
NM_001164491	Ablim3	Ablim3
NM_172628	Sh3tc2	Sh3tc2
NM_007420	Adrb2	Adrb2
NM_008313	Htr4	Htr4
NM_134136	Fbxo38	Fbxo38
NM_177829	Spink10	Spink10
NM_001001803	Spink7	Spink7
NM_001168423	Spink13	Spink13
NR_037693	2700046A07Rik	2700046A07Rik
NM_133237	Apcdd1	Apcdd1
NM_028017	Napg	Napg
NM_001039485	Piezo2	Piezo2
NM_016792	Txnl1	Txnl1
NM_001014981	Wdr7	Wdr7
NR_045366	St8sia3os	St8sia3os
NM_009182	St8sia3	St8sia3
NM_194268	Onecut2	Onecut2
NM_007998	Fech	Fech
NM_027350	Nars	Nars
NM_001142950	Nars	Nars
NM_001001488	Atp8b1	Atp8b1
NM_001114386	Nedd4l	Nedd4l
NM_031881	Nedd4l	Nedd4l
NR_105742	Mir466p	Mir466p
NR_029600	Mir122	Mir122
NM_001037294	Alpk2	Alpk2
NM_172833	Malt1	Malt1
NM_207255	Zfp532	Zfp532
NM_177028	Oacyl	Oacyl
NM_025468	Sec11c	Sec11c
NM_175012	Grp	Grp
NM_013833	Rax	Rax
NM_145493	Cplx4	Cplx4
NM_027400	Lman1	Lman1
NM_001172062	Lman1	Lman1
NM_178793	Ccbe1	Ccbe1
NR_030467	Mir694	Mir694
NM_021451	Pmaip1	Pmaip1
NR_040528	Gm9926	Gm9926
NM_016977	Mc4r	Mc4r
NR_040461	Gm19784	Gm19784
NM_177137	Gnal	Gnal
NM_010307	Gnal	Gnal
NM_024190	Chmp1b	Chmp1b
NM_172630	Mppe1	Mppe1
NM_053261	Impa2	Impa2
NR_033214	B430212C06Rik	B430212C06Rik
NM_007702	Cidea	Cidea
NM_026473	Tubb6	Tubb6
NM_027130	Afg3l2	Afg3l2
NM_144867	Slmo1	Slmo1
NM_194355	Spire1	Spire1
NM_176832	Spire1	Spire1
NM_001081073	Cep76	Cep76
NM_134138	Psmg2	Psmg2
NM_008977	Ptpn2	Ptpn2
NM_001127177	Ptpn2	Ptpn2
NM_001039088	Seh1l	Seh1l
NM_028112	Seh1l	Seh1l
NR_045376	4930549G23Rik	4930549G23Rik
NM_027556	Cep192	Cep192
NM_172631	Ldlrad4	Ldlrad4
NM_153794	Fam210a	Fam210a
NR_106078	Mir7219	Mir7219
NM_026440	Rnmt	Rnmt
NM_001170953	Rnmt	Rnmt
NM_013596	Mc5r	Mc5r
NM_008560	Mc2r	Mc2r
NM_001301372	Mc2r	Mc2r
NM_001271717	Mc2r	Mc2r
NM_001271716	Mc2r	Mc2r
NR_105774	Mir6356	Mir6356
NR_038051	4930546C10Rik	4930546C10Rik
NR_105780	Mir145b	Mir145b
NM_013685	Tcf4	Tcf4
NM_001083967	Tcf4	Tcf4
NM_201362	Ccdc68	Ccdc68
NM_030554	Rab27b	Rab27b
NM_001302798	Rab27b	Rab27b
NM_001302799	Rab27b	Rab27b
NM_001082553	Rab27b	Rab27b
NM_029346	Dynap	Dynap
NM_172967	4930503L19Rik	4930503L19Rik
NM_029019	Stard6	Stard6
NM_001289648	Stard6	Stard6
NM_001289649	Stard6	Stard6
NM_001289650	Stard6	Stard6
NM_001289516	Poli	Poli
NM_001289515	Poli	Poli
NM_011972	Poli	Poli
NM_001136090	Poli	Poli
NR_105775	Mir6357	Mir6357
NM_010773	Mbd2	Mbd2
NM_007831	Dcc	Dcc
NM_001039214	Mex3c	Mex3c
NM_008540	Smad4	Smad4
NM_053255	Elac1	Elac1
NM_145494	Me2	Me2
NM_001305882	Mro	Mro
NM_027741	Mro	Mro
NM_172632	Mapk4	Mapk4
NR_045390	D730045A05Rik	D730045A05Rik
NM_001164355	Ska1	Ska1
NM_025581	Ska1	Ska1
NM_028868	Cxxc1	Cxxc1
NM_013594	Mbd1	Mbd1
NR_029424	Cfap53	Cfap53
NM_028948	Cfap53	Cfap53
NM_201600	Myo5b	Myo5b
NR_045368	1700120E14Rik	1700120E14Rik
NR_028560	Scarna17	Scarna17
NM_177470	Acaa2	Acaa2
NM_010720	Lipg	Lipg
NR_110446	9030625G05Rik	9030625G05Rik
NM_001002239	Rpl17	Rpl17
NR_028552_1	Snord58b	Snord58b
NM_001001181	BC031181	BC031181
NM_027727	Dym	Dym
NR_045394	2010010A06Rik	2010010A06Rik
NR_045393	2010010A06Rik	2010010A06Rik
NM_001042660	Smad7	Smad7
NM_201354	Ctif	Ctif
NR_045879	Gm10532	Gm10532
NM_145356	Zbtb7c	Zbtb7c
NR_045365	2900057B20Rik	2900057B20Rik
NR_105776	Mir6358	Mir6358
NM_010754	Smad2	Smad2
NM_001252481	Smad2	Smad2
NM_001109743	Skor2	Skor2
NM_025409	Ier3ip1	Ier3ip1
NM_001039202	Hdhd2	Hdhd2
NM_029826	Hdhd2	Hdhd2
NM_001039201	Hdhd2	Hdhd2
NM_027721	Katnal2	Katnal2
NM_001164167	Pias2	Pias2
NM_001164169	Pias2	Pias2
NM_008602	Pias2	Pias2
NM_001164168	Pias2	Pias2
NM_001164170	Pias2	Pias2
NM_013666	St8sia5	St8sia5
NM_153124	St8sia5	St8sia5
NM_172834	Loxhd1	Loxhd1
NM_001164504	Rnf165	Rnf165
NM_178670	8030462N17Rik	8030462N17Rik
NR_027978	4930465K10Rik	4930465K10Rik
NM_146089	Haus1	Haus1
NM_007505	Atp5a1	Atp5a1
NM_013831	Pstpip2	Pstpip2
NM_001195633	Epg5	Epg5
NM_001101038	Siglec15	Siglec15
NM_028122	Slc14a1	Slc14a1
NM_001171011	Slc14a1	Slc14a1
NM_001171010	Slc14a1	Slc14a1
NM_207651	Slc14a2	Slc14a2
NM_001110273	Slc14a2	Slc14a2
NM_001110274	Slc14a2	Slc14a2
NM_030683	Slc14a2	Slc14a2
NM_053099	Setbp1	Setbp1
NM_053117	Pard6g	Pard6g
NM_175028	Adnp2	Adnp2
NR_131039	LOC105246506	LOC105246506
NM_199197	Rbfa	Rbfa
NM_025299	Txnl4a	Txnl4a
NM_001038608	Txnl4a	Txnl4a
NM_178604	Txnl4a	Txnl4a
NM_001042408	Txnl4a	Txnl4a
NM_001136181	Hsbp1l1	Hsbp1l1
NM_001164420	Pqlc1	Pqlc1
NM_001164422	Pqlc1	Pqlc1
NM_001164424	Pqlc1	Pqlc1
NM_025861	Pqlc1	Pqlc1
NM_001164421	Pqlc1	Pqlc1
NM_001164423	Pqlc1	Pqlc1
NM_001190373	Kcng2	Kcng2
NM_026295	Ctdp1	Ctdp1
NR_028424	Gm2176	Gm2176
NM_198429	Nfatc1	Nfatc1
NM_001164110	Nfatc1	Nfatc1
NM_001164111	Nfatc1	Nfatc1
NM_001164112	Nfatc1	Nfatc1
NM_001164109	Nfatc1	Nfatc1
NM_016791	Nfatc1	Nfatc1
NM_001201569	Atp9b	Atp9b
NM_015805	Atp9b	Atp9b
NM_178280	Sall3	Sall3
NR_039589	Mir5127	Mir5127
NM_008082	Galr1	Galr1
NM_010777	Mbp	Mbp
NM_001025245	Mbp	Mbp
NM_001025259	Mbp	Mbp
NM_001025258	Mbp	Mbp
NM_001025256	Mbp	Mbp
NM_001025255	Mbp	Mbp
NM_001025251	Mbp	Mbp
NM_001025254	Mbp	Mbp
NM_177832	Zfp236	Zfp236
NR_039572	Mir5112	Mir5112
NR_045389	2210420H20Rik	2210420H20Rik
NR_125720	4930445N18Rik	4930445N18Rik
NM_183033	Zfp516	Zfp516
NM_001177464	Zfp516	Zfp516
NR_033307	4930592I03Rik	4930592I03Rik
NR_045361	4921531P14Rik	4921531P14Rik
NM_001081300	Tshz1	Tshz1
NM_146090	Zadh2	Zadh2
NM_001033341	Zfp407	Zfp407
NM_177450	Cndp1	Cndp1
NM_001289531	Cndp2	Cndp2
NM_023149	Cndp2	Cndp2
NM_173770	Fam69c	Fam69c
NM_025797	Cyb5a	Cyb5a
NM_015798	Fbxo15	Fbxo15
NM_025969	Timm21	Timm21
NM_144946	Neto1	Neto1
NM_001302356	Cbln2	Cbln2
NM_172633	Cbln2	Cbln2
NM_018821	Socs6	Socs6
NM_175542	Rttn	Rttn
NR_105777	Mir6359	Mir6359
NM_001039149	Cd226	Cd226
NM_178687	Cd226	Cd226
NM_001039173	Dok6	Dok6
NM_198295	Tmx3	Tmx3
NR_045304	1700030N03Rik	1700030N03Rik
NM_009212	Ighmbp2	Ighmbp2
NM_172252	Mrpl21	Mrpl21
NR_105950	Mir6984	Mir6984
NM_013495	Cpt1a	Cpt1a
NM_001039657	Mtl5	Mtl5
NM_001039658	Mtl5	Mtl5
NM_001286557	Mtl5	Mtl5
NM_001286558	Mtl5	Mtl5
NM_010253	Gal	Gal
NM_001164159	Ppp6r3	Ppp6r3
NM_028999	Ppp6r3	Ppp6r3
NM_029456	Ppp6r3	Ppp6r3
NM_008513	Lrp5	Lrp5
NM_028077	1810055G02Rik	1810055G02Rik
NM_001167884	Suv420h1	Suv420h1
NM_001167887	Suv420h1	Suv420h1
NM_001167886	Suv420h1	Suv420h1
NM_001167885	Suv420h1	Suv420h1
NM_001167889	Suv420h1	Suv420h1
NM_001167888	Suv420h1	Suv420h1
NM_144871	Suv420h1	Suv420h1
NM_001271496	Chka	Chka
